CodMun;UF;Cod UF;Mun;Pop estimada 2021;Faixa_pop;Regiao
3142254;MG;31;Miravâni;4939;1 - Até 500;3 - Sudeste
3142304;MG;31;Moeda;4948;1 - Até 500;3 - Sudeste
3142403;MG;31;Moema;7589;2 - 5001 até 1000;3 - Sudeste
3142502;MG;31;Monjolos;2184;1 - Até 500;3 - Sudeste
3142601;MG;31;Monsenhor Paulo;8764;2 - 5001 até 1000;3 - Sudeste
3142700;MG;31;Montalvâni;14621;3 - 10001 até 2000;3 - Sudeste
3142809;MG;31;Monte Alegre de Minas;21349;4 - 20001 até 5000;3 - Sudeste
3142908;MG;31;Monte Azul;20544;4 - 20001 até 5000;3 - Sudeste
3143005;MG;31;Monte Belo;13139;3 - 10001 até 2000;3 - Sudeste
3143104;MG;31;Monte Carmelo;48049;4 - 20001 até 5000;3 - Sudeste
3143153;MG;31;Monte Formoso;4939;1 - Até 500;3 - Sudeste
3143203;MG;31;Monte Santo de Minas;21504;4 - 20001 até 5000;3 - Sudeste
3143302;MG;31;Montes Claros;417478;6 - 100001 até 50000;3 - Sudeste
3143401;MG;31;Monte Siã;24247;4 - 20001 até 5000;3 - Sudeste
3143450;MG;31;Montezuma;8379;2 - 5001 até 1000;3 - Sudeste
3143500;MG;31;Morada Nova de Minas;8955;2 - 5001 até 1000;3 - Sudeste
3143609;MG;31;Morro da Garç;2413;1 - Até 500;3 - Sudeste
3143708;MG;31;Morro do Pilar;3126;1 - Até 500;3 - Sudeste
3143807;MG;31;Munhoz;5960;2 - 5001 até 1000;3 - Sudeste
3143906;MG;31;Muria�;109997;6 - 100001 até 50000;3 - Sudeste
3144003;MG;31;Mutum;26945;4 - 20001 até 5000;3 - Sudeste
3144102;MG;31;Muzambinho;20522;4 - 20001 até 5000;3 - Sudeste
3144201;MG;31;Nacip Raydan;3221;1 - Até 500;3 - Sudeste
3144300;MG;31;Nanuque;40583;4 - 20001 até 5000;3 - Sudeste
3144359;MG;31;Naque;7104;2 - 5001 até 1000;3 - Sudeste
3144375;MG;31;Natalândi;3306;1 - Até 500;3 - Sudeste
3144409;MG;31;Natérci;4727;1 - Até 500;3 - Sudeste
3144508;MG;31;Nazareno;8710;2 - 5001 até 1000;3 - Sudeste
3144607;MG;31;Nepomuceno;26882;4 - 20001 até 5000;3 - Sudeste
3144656;MG;31;Ninheira;10355;3 - 10001 até 2000;3 - Sudeste
3144672;MG;31;Nova Belé;3067;1 - Até 500;3 - Sudeste
3144706;MG;31;Nova Era;17524;3 - 10001 até 2000;3 - Sudeste
3144805;MG;31;Nova Lima;97378;5 - 50001 até 10000;3 - Sudeste
3144904;MG;31;Nova Módic;3548;1 - Até 500;3 - Sudeste
3145000;MG;31;Nova Ponte;16046;3 - 10001 até 2000;3 - Sudeste
3145059;MG;31;Nova Porteirinha;7493;2 - 5001 até 1000;3 - Sudeste
3145109;MG;31;Nova Resende;16937;3 - 10001 até 2000;3 - Sudeste
3145208;MG;31;Nova Serrana;108241;6 - 100001 até 50000;3 - Sudeste
3145307;MG;31;Novo Cruzeiro;31339;4 - 20001 até 5000;3 - Sudeste
3145356;MG;31;Novo Oriente de Minas;10800;3 - 10001 até 2000;3 - Sudeste
3145372;MG;31;Novorizonte;5348;2 - 5001 até 1000;3 - Sudeste
3145406;MG;31;Olaria;1694;1 - Até 500;3 - Sudeste
3145455;MG;31;Olhos-dÁgu;6243;2 - 5001 até 1000;3 - Sudeste
3145505;MG;31;Olímpio Noronh;2829;1 - Até 500;3 - Sudeste
3145604;MG;31;Oliveira;41987;4 - 20001 até 5000;3 - Sudeste
3145703;MG;31;Oliveira Fortes;2128;1 - Até 500;3 - Sudeste
3145802;MG;31;Onça de Pitangu;3155;1 - Até 500;3 - Sudeste
3145851;MG;31;Oratório;4671;1 - Até 500;3 - Sudeste
3145877;MG;31;Orizâni;8138;2 - 5001 até 1000;3 - Sudeste
3145901;MG;31;Ouro Branco;40220;4 - 20001 até 5000;3 - Sudeste
3146008;MG;31;Ouro Fino;33938;4 - 20001 até 5000;3 - Sudeste
3146107;MG;31;Ouro Preto;74824;5 - 50001 até 10000;3 - Sudeste
3146206;MG;31;Ouro Verde de Minas;5895;2 - 5001 até 1000;3 - Sudeste
3146255;MG;31;Padre Carvalho;6466;2 - 5001 até 1000;3 - Sudeste
3146305;MG;31;Padre Paraís;20346;4 - 20001 até 5000;3 - Sudeste
3146404;MG;31;Paineiras;4440;1 - Até 500;3 - Sudeste
3146503;MG;31;Pains;8308;2 - 5001 até 1000;3 - Sudeste
3146552;MG;31;Pai Pedro;6098;2 - 5001 até 1000;3 - Sudeste
3146602;MG;31;Paiva;1517;1 - Até 500;3 - Sudeste
3146701;MG;31;Palma;6606;2 - 5001 até 1000;3 - Sudeste
3146750;MG;31;Palmópoli;5196;2 - 5001 até 1000;3 - Sudeste
3146909;MG;31;Papagaios;15922;3 - 10001 até 2000;3 - Sudeste
3147006;MG;31;Paracatu;94539;5 - 50001 até 10000;3 - Sudeste
3147105;MG;31;Pará de Mina;95616;5 - 50001 até 10000;3 - Sudeste
3147204;MG;31;Paraguaç;21693;4 - 20001 até 5000;3 - Sudeste
3147303;MG;31;Paraisópoli;21353;4 - 20001 até 5000;3 - Sudeste
3147402;MG;31;Paraopeba;24854;4 - 20001 até 5000;3 - Sudeste
3147501;MG;31;Passabé;1619;1 - Até 500;3 - Sudeste
3147600;MG;31;Passa Quatro;16439;3 - 10001 até 2000;3 - Sudeste
3147709;MG;31;Passa Tempo;8031;2 - 5001 até 1000;3 - Sudeste
3147808;MG;31;Passa Vinte;2024;1 - Até 500;3 - Sudeste
3147907;MG;31;Passos;115970;6 - 100001 até 50000;3 - Sudeste
3147956;MG;31;Patis;6031;2 - 5001 até 1000;3 - Sudeste
3148004;MG;31;Patos de Minas;154641;6 - 100001 até 50000;3 - Sudeste
3148103;MG;31;Patrocíni;92116;5 - 50001 até 10000;3 - Sudeste
3148202;MG;31;Patrocínio do Muria;5744;2 - 5001 até 1000;3 - Sudeste
3148301;MG;31;Paula Cândid;9597;2 - 5001 até 1000;3 - Sudeste
3148400;MG;31;Paulistas;4794;1 - Até 500;3 - Sudeste
3148509;MG;31;Pavã;8390;2 - 5001 até 1000;3 - Sudeste
3148608;MG;31;Peçanh;17534;3 - 10001 até 2000;3 - Sudeste
3148707;MG;31;Pedra Azul;24333;4 - 20001 até 5000;3 - Sudeste
3148756;MG;31;Pedra Bonita;7157;2 - 5001 até 1000;3 - Sudeste
3148806;MG;31;Pedra do Anta;2960;1 - Até 500;3 - Sudeste
3148905;MG;31;Pedra do Indai�;3977;1 - Até 500;3 - Sudeste
3149002;MG;31;Pedra Dourada;2559;1 - Até 500;3 - Sudeste
3149101;MG;31;Pedralva;11098;3 - 10001 até 2000;3 - Sudeste
3149150;MG;31;Pedras de Maria da Cruz;12313;3 - 10001 até 2000;3 - Sudeste
3149200;MG;31;Pedrinópoli;3651;1 - Até 500;3 - Sudeste
3149309;MG;31;Pedro Leopoldo;65149;5 - 50001 até 10000;3 - Sudeste
3149408;MG;31;Pedro Teixeira;1804;1 - Até 500;3 - Sudeste
3149507;MG;31;Pequeri;3340;1 - Até 500;3 - Sudeste
3149606;MG;31;Pequi;4457;1 - Até 500;3 - Sudeste
3149705;MG;31;Perdigã;11994;3 - 10001 até 2000;3 - Sudeste
3149804;MG;31;Perdizes;16469;3 - 10001 até 2000;3 - Sudeste
3149903;MG;31;Perdõe;21577;4 - 20001 até 5000;3 - Sudeste
3149952;MG;31;Periquito;6738;2 - 5001 até 1000;3 - Sudeste
3150000;MG;31;Pescador;4261;1 - Até 500;3 - Sudeste
3150109;MG;31;Piau;2719;1 - Até 500;3 - Sudeste
3150158;MG;31;Piedade de Caratinga;8832;2 - 5001 até 1000;3 - Sudeste
3150208;MG;31;Piedade de Ponte Nova;4141;1 - Até 500;3 - Sudeste
3150307;MG;31;Piedade do Rio Grande;4436;1 - Até 500;3 - Sudeste
3150406;MG;31;Piedade dos Gerais;5034;2 - 5001 até 1000;3 - Sudeste
3150505;MG;31;Pimenta;8715;2 - 5001 até 1000;3 - Sudeste
3150539;MG;31;Pingo-dÁgu;5029;2 - 5001 até 1000;3 - Sudeste
3150570;MG;31;Pintópoli;7540;2 - 5001 até 1000;3 - Sudeste
3150604;MG;31;Piracema;6386;2 - 5001 até 1000;3 - Sudeste
3150703;MG;31;Pirajuba;6491;2 - 5001 até 1000;3 - Sudeste
3150802;MG;31;Piranga;17641;3 - 10001 até 2000;3 - Sudeste
3150901;MG;31;Piranguç;5504;2 - 5001 até 1000;3 - Sudeste
3151008;MG;31;Piranguinho;8683;2 - 5001 até 1000;3 - Sudeste
3151107;MG;31;Pirapetinga;10791;3 - 10001 até 2000;3 - Sudeste
3151206;MG;31;Pirapora;56845;5 - 50001 até 10000;3 - Sudeste
3151305;MG;31;Piraúb;10732;3 - 10001 até 2000;3 - Sudeste
3151404;MG;31;Pitangui;28433;4 - 20001 até 5000;3 - Sudeste
3151503;MG;31;Piumhi;35137;4 - 20001 até 5000;3 - Sudeste
3151602;MG;31;Planura;12445;3 - 10001 até 2000;3 - Sudeste
3151701;MG;31;Poço Fund;16900;3 - 10001 até 2000;3 - Sudeste
3151800;MG;31;Poços de Calda;169838;6 - 100001 até 50000;3 - Sudeste
3151909;MG;31;Pocrane;8288;2 - 5001 até 1000;3 - Sudeste
3152006;MG;31;Pompé;32248;4 - 20001 até 5000;3 - Sudeste
3152105;MG;31;Ponte Nova;60003;5 - 50001 até 10000;3 - Sudeste
3152131;MG;31;Ponto Chique;4305;1 - Até 500;3 - Sudeste
3152170;MG;31;Ponto dos Volantes;12235;3 - 10001 até 2000;3 - Sudeste
3152204;MG;31;Porteirinha;37823;4 - 20001 até 5000;3 - Sudeste
3152303;MG;31;Porto Firme;11414;3 - 10001 até 2000;3 - Sudeste
3152402;MG;31;Pot�;16675;3 - 10001 até 2000;3 - Sudeste
3152501;MG;31;Pouso Alegre;154293;6 - 100001 até 50000;3 - Sudeste
3152600;MG;31;Pouso Alto;5862;2 - 5001 até 1000;3 - Sudeste
3152709;MG;31;Prados;9128;2 - 5001 até 1000;3 - Sudeste
3152808;MG;31;Prata;28173;4 - 20001 até 5000;3 - Sudeste
3152907;MG;31;Pratápoli;8530;2 - 5001 até 1000;3 - Sudeste
3153004;MG;31;Pratinha;3658;1 - Até 500;3 - Sudeste
3153103;MG;31;Presidente Bernardes;5315;2 - 5001 até 1000;3 - Sudeste
3153202;MG;31;Presidente Juscelino;3572;1 - Até 500;3 - Sudeste
3153301;MG;31;Presidente Kubitschek;3000;1 - Até 500;3 - Sudeste
3153400;MG;31;Presidente Olegári;19680;3 - 10001 até 2000;3 - Sudeste
3153509;MG;31;Alto Jequitib�;8286;2 - 5001 até 1000;3 - Sudeste
3153608;MG;31;Prudente de Morais;10931;3 - 10001 até 2000;3 - Sudeste
3153707;MG;31;Quartel Geral;3603;1 - Até 500;3 - Sudeste
3153806;MG;31;Queluzito;1948;1 - Até 500;3 - Sudeste
3153905;MG;31;Raposos;16501;3 - 10001 até 2000;3 - Sudeste
3154002;MG;31;Raul Soares;23663;4 - 20001 até 5000;3 - Sudeste
3154101;MG;31;Recreio;10522;3 - 10001 até 2000;3 - Sudeste
3154150;MG;31;Reduto;7247;2 - 5001 até 1000;3 - Sudeste
3154200;MG;31;Resende Costa;11578;3 - 10001 até 2000;3 - Sudeste
3154309;MG;31;Resplendor;17396;3 - 10001 até 2000;3 - Sudeste
3154408;MG;31;Ressaquinha;4826;1 - Até 500;3 - Sudeste
3154457;MG;31;Riachinho;8132;2 - 5001 até 1000;3 - Sudeste
3154507;MG;31;Riacho dos Machados;9471;2 - 5001 até 1000;3 - Sudeste
3154606;MG;31;Ribeirão das Neve;341415;6 - 100001 até 50000;3 - Sudeste
3154705;MG;31;Ribeirão Vermelh;4061;1 - Até 500;3 - Sudeste
3154804;MG;31;Rio Acima;10524;3 - 10001 até 2000;3 - Sudeste
3154903;MG;31;Rio Casca;13384;3 - 10001 até 2000;3 - Sudeste
3155009;MG;31;Rio Doce;2630;1 - Até 500;3 - Sudeste
3155108;MG;31;Rio do Prado;5117;2 - 5001 até 1000;3 - Sudeste
3155207;MG;31;Rio Espera;5332;2 - 5001 até 1000;3 - Sudeste
3155306;MG;31;Rio Manso;5924;2 - 5001 até 1000;3 - Sudeste
3155405;MG;31;Rio Novo;8964;2 - 5001 até 1000;3 - Sudeste
3155504;MG;31;Rio Paranaíb;12356;3 - 10001 até 2000;3 - Sudeste
3155603;MG;31;Rio Pardo de Minas;31171;4 - 20001 até 5000;3 - Sudeste
3155702;MG;31;Rio Piracicaba;14325;3 - 10001 até 2000;3 - Sudeste
3155801;MG;31;Rio Pomba;18007;3 - 10001 até 2000;3 - Sudeste
3155900;MG;31;Rio Preto;5493;2 - 5001 até 1000;3 - Sudeste
3156007;MG;31;Rio Vermelho;12635;3 - 10001 até 2000;3 - Sudeste
3156106;MG;31;Ritápoli;4521;1 - Até 500;3 - Sudeste
3156205;MG;31;Rochedo de Minas;2335;1 - Até 500;3 - Sudeste
3156304;MG;31;Rodeiro;8333;2 - 5001 até 1000;3 - Sudeste
3156403;MG;31;Romaria;3507;1 - Até 500;3 - Sudeste
3156452;MG;31;Rosário da Limeir;4648;1 - Até 500;3 - Sudeste
3156502;MG;31;Rubelita;5609;2 - 5001 até 1000;3 - Sudeste
3156601;MG;31;Rubim;10269;3 - 10001 até 2000;3 - Sudeste
3156700;MG;31;Sabar�;137877;6 - 100001 até 50000;3 - Sudeste
3156809;MG;31;Sabinópoli;15364;3 - 10001 até 2000;3 - Sudeste
3156908;MG;31;Sacramento;26556;4 - 20001 até 5000;3 - Sudeste
3157005;MG;31;Salinas;41864;4 - 20001 até 5000;3 - Sudeste
3157104;MG;31;Salto da Divisa;7014;2 - 5001 até 1000;3 - Sudeste
3157203;MG;31;Santa Bárbar;31873;4 - 20001 até 5000;3 - Sudeste
3157252;MG;31;Santa Bárbara do Lest;8212;2 - 5001 até 1000;3 - Sudeste
3157278;MG;31;Santa Bárbara do Monte Verd;3212;1 - Até 500;3 - Sudeste
3157302;MG;31;Santa Bárbara do Tugúr;4385;1 - Até 500;3 - Sudeste
3157336;MG;31;Santa Cruz de Minas;8723;2 - 5001 até 1000;3 - Sudeste
3157377;MG;31;Santa Cruz de Salinas;4074;1 - Até 500;3 - Sudeste
3157401;MG;31;Santa Cruz do Escalvado;4693;1 - Até 500;3 - Sudeste
3157500;MG;31;Santa Efigênia de Mina;4354;1 - Até 500;3 - Sudeste
3157609;MG;31;Santa Fé de Mina;3806;1 - Até 500;3 - Sudeste
3157658;MG;31;Santa Helena de Minas;6406;2 - 5001 até 1000;3 - Sudeste
3157708;MG;31;Santa Juliana;14497;3 - 10001 até 2000;3 - Sudeste
3157807;MG;31;Santa Luzia;221705;6 - 100001 até 50000;3 - Sudeste
3157906;MG;31;Santa Margarida;16393;3 - 10001 até 2000;3 - Sudeste
3158003;MG;31;Santa Maria de Itabira;10867;3 - 10001 até 2000;3 - Sudeste
3158102;MG;31;Santa Maria do Salto;5203;2 - 5001 até 1000;3 - Sudeste
3158201;MG;31;Santa Maria do Suaçu;14607;3 - 10001 até 2000;3 - Sudeste
3158300;MG;31;Santana da Vargem;7047;2 - 5001 até 1000;3 - Sudeste
3158409;MG;31;Santana de Cataguases;3909;1 - Até 500;3 - Sudeste
3158508;MG;31;Santana de Pirapama;7538;2 - 5001 até 1000;3 - Sudeste
3158607;MG;31;Santana do Deserto;3985;1 - Até 500;3 - Sudeste
3158706;MG;31;Santana do Garambé;2494;1 - Até 500;3 - Sudeste
3158805;MG;31;Santana do Jacar�;4847;1 - Até 500;3 - Sudeste
3158904;MG;31;Santana do Manhuaç;8660;2 - 5001 até 1000;3 - Sudeste
3158953;MG;31;Santana do Paraís;36048;4 - 20001 até 5000;3 - Sudeste
3159001;MG;31;Santana do Riacho;4334;1 - Até 500;3 - Sudeste
3159100;MG;31;Santana dos Montes;3753;1 - Até 500;3 - Sudeste
3159209;MG;31;Santa Rita de Caldas;8900;2 - 5001 até 1000;3 - Sudeste
3159308;MG;31;Santa Rita de Jacutinga;4843;1 - Até 500;3 - Sudeste
3159357;MG;31;Santa Rita de Minas;7322;2 - 5001 até 1000;3 - Sudeste
3159407;MG;31;Santa Rita de Ibitipoca;3380;1 - Até 500;3 - Sudeste
3159506;MG;31;Santa Rita do Itueto;5426;2 - 5001 até 1000;3 - Sudeste
3159605;MG;31;Santa Rita do Sapuca�;44226;4 - 20001 até 5000;3 - Sudeste
3159704;MG;31;Santa Rosa da Serra;3364;1 - Até 500;3 - Sudeste
3159803;MG;31;Santa Vitóri;19997;3 - 10001 até 2000;3 - Sudeste
3159902;MG;31;Santo Antônio do Ampar;18697;3 - 10001 até 2000;3 - Sudeste
3160009;MG;31;Santo Antônio do Aventureir;3602;1 - Até 500;3 - Sudeste
3160108;MG;31;Santo Antônio do Gram;3861;1 - Até 500;3 - Sudeste
3160207;MG;31;Santo Antônio do Itamb;3763;1 - Até 500;3 - Sudeste
3160306;MG;31;Santo Antônio do Jacint;11570;3 - 10001 até 2000;3 - Sudeste
3160405;MG;31;Santo Antônio do Mont;28603;4 - 20001 até 5000;3 - Sudeste
3160454;MG;31;Santo Antônio do Retir;7316;2 - 5001 até 1000;3 - Sudeste
3160504;MG;31;Santo Antônio do Rio Abaix;1756;1 - Até 500;3 - Sudeste
3160603;MG;31;Santo Hipólit;3044;1 - Até 500;3 - Sudeste
3160702;MG;31;Santos Dumont;46357;4 - 20001 até 5000;3 - Sudeste
3160801;MG;31;São Bento Abad;5411;2 - 5001 até 1000;3 - Sudeste
3160900;MG;31;São Brás do Sua�;3770;1 - Até 500;3 - Sudeste
3160959;MG;31;São Domingos das Dore;5672;2 - 5001 até 1000;3 - Sudeste
3161007;MG;31;São Domingos do Prat;17296;3 - 10001 até 2000;3 - Sudeste
3161056;MG;31;São Félix de Min;3354;1 - Até 500;3 - Sudeste
3161106;MG;31;São Francisc;56625;5 - 50001 até 10000;3 - Sudeste
3161205;MG;31;São Francisco de Paul;6512;2 - 5001 até 1000;3 - Sudeste
3161304;MG;31;São Francisco de Sale;6309;2 - 5001 até 1000;3 - Sudeste
3161403;MG;31;São Francisco do Glór;4758;1 - Até 500;3 - Sudeste
3161502;MG;31;São Gerald;12751;3 - 10001 até 2000;3 - Sudeste
3161601;MG;31;São Geraldo da Piedad;3860;1 - Até 500;3 - Sudeste
3161650;MG;31;São Geraldo do Baixi;4104;1 - Até 500;3 - Sudeste
3161700;MG;31;São Gonçalo do Abae;8527;2 - 5001 até 1000;3 - Sudeste
3161809;MG;31;São Gonçalo do Pa;12776;3 - 10001 até 2000;3 - Sudeste
3161908;MG;31;São Gonçalo do Rio Abai;11114;3 - 10001 até 2000;3 - Sudeste
3162005;MG;31;São Gonçalo do Sapuc;25670;4 - 20001 até 5000;3 - Sudeste
3162104;MG;31;São Gotard;36084;4 - 20001 até 5000;3 - Sudeste
3162203;MG;31;São João Batista do Gló;7541;2 - 5001 até 1000;3 - Sudeste
3162252;MG;31;São João da Lag;4949;1 - Até 500;3 - Sudeste
3162302;MG;31;São João da Ma;2743;1 - Até 500;3 - Sudeste
3162401;MG;31;São João da Pon;25033;4 - 20001 até 5000;3 - Sudeste
3162450;MG;31;São João das Miss�;13232;3 - 10001 até 2000;3 - Sudeste
3162500;MG;31;São João del R;90897;5 - 50001 até 10000;3 - Sudeste
3162559;MG;31;São João do Manhua;11785;3 - 10001 até 2000;3 - Sudeste
3162575;MG;31;São João do Mantenin;5975;2 - 5001 até 1000;3 - Sudeste
3162609;MG;31;São João do Orien;7393;2 - 5001 até 1000;3 - Sudeste
3162658;MG;31;São João do Pac;4476;1 - Até 500;3 - Sudeste
3162708;MG;31;São João do Para�;23797;4 - 20001 até 5000;3 - Sudeste
3162807;MG;31;São João Evangelis;15761;3 - 10001 até 2000;3 - Sudeste
3162906;MG;31;São João Nepomuce;26530;4 - 20001 até 5000;3 - Sudeste
3162922;MG;31;São Joaquim de Bica;32696;4 - 20001 até 5000;3 - Sudeste
3162948;MG;31;São José da Bar;7532;2 - 5001 até 1000;3 - Sudeste
3162955;MG;31;São José da La;24490;4 - 20001 até 5000;3 - Sudeste
3163003;MG;31;São José da Safi;4291;1 - Até 500;3 - Sudeste
3163102;MG;31;São José da Vargin;5151;2 - 5001 até 1000;3 - Sudeste
3163201;MG;31;São José do Aleg;4222;1 - Até 500;3 - Sudeste
3163300;MG;31;São José do Divi;3851;1 - Até 500;3 - Sudeste
3163409;MG;31;São José do Goiab;5356;2 - 5001 até 1000;3 - Sudeste
3163508;MG;31;São José do Jacu;6409;2 - 5001 até 1000;3 - Sudeste
3163607;MG;31;São José do Mantimen;2821;1 - Até 500;3 - Sudeste
3163706;MG;31;São Louren�;46539;4 - 20001 até 5000;3 - Sudeste
3163805;MG;31;São Miguel do Ant;6949;2 - 5001 até 1000;3 - Sudeste
3163904;MG;31;São Pedro da Uni�;4563;1 - Até 500;3 - Sudeste
3164001;MG;31;São Pedro dos Ferro;7634;2 - 5001 até 1000;3 - Sudeste
3164100;MG;31;São Pedro do Suaç;5160;2 - 5001 até 1000;3 - Sudeste
3164209;MG;31;São Rom�;12713;3 - 10001 até 2000;3 - Sudeste
3164308;MG;31;São Roque de Mina;7100;2 - 5001 até 1000;3 - Sudeste
3164407;MG;31;São Sebastião da Bela Vis;5598;2 - 5001 até 1000;3 - Sudeste
3164431;MG;31;São Sebastião da Vargem Aleg;3039;1 - Até 500;3 - Sudeste
3164472;MG;31;São Sebastião do An;6697;2 - 5001 até 1000;3 - Sudeste
3164506;MG;31;São Sebastião do Maranh;9884;2 - 5001 até 1000;3 - Sudeste
3164605;MG;31;São Sebastião do Oes;6948;2 - 5001 até 1000;3 - Sudeste
3164704;MG;31;São Sebastião do Para�;71915;5 - 50001 até 10000;3 - Sudeste
3164803;MG;31;São Sebastião do Rio Pre;1478;1 - Até 500;3 - Sudeste
3164902;MG;31;São Sebastião do Rio Ver;2259;1 - Até 500;3 - Sudeste
3165008;MG;31;São Tiag;10979;3 - 10001 até 2000;3 - Sudeste
3165107;MG;31;São Tomás de Aqui;6980;2 - 5001 até 1000;3 - Sudeste
3165206;MG;31;São Tomé das Letr;7151;2 - 5001 até 1000;3 - Sudeste
3165305;MG;31;São Vicente de Mina;7876;2 - 5001 até 1000;3 - Sudeste
3165404;MG;31;Sapucaí-Miri;7045;2 - 5001 até 1000;3 - Sudeste
3165503;MG;31;Sardo�;6421;2 - 5001 até 1000;3 - Sudeste
3165537;MG;31;Sarzedo;34050;4 - 20001 até 5000;3 - Sudeste
3165552;MG;31;Setubinha;12493;3 - 10001 até 2000;3 - Sudeste
3165560;MG;31;Sem-Peixe;2579;1 - Até 500;3 - Sudeste
3165578;MG;31;Senador Amaral;5365;2 - 5001 até 1000;3 - Sudeste
3165602;MG;31;Senador Cortes;2001;1 - Até 500;3 - Sudeste
3165701;MG;31;Senador Firmino;7902;2 - 5001 até 1000;3 - Sudeste
3165800;MG;31;Senador José Bent;1422;1 - Até 500;3 - Sudeste
3165909;MG;31;Senador Modestino Gonçalve;4056;1 - Até 500;3 - Sudeste
3166006;MG;31;Senhora de Oliveira;5786;2 - 5001 até 1000;3 - Sudeste
3166105;MG;31;Senhora do Porto;3516;1 - Até 500;3 - Sudeste
3166204;MG;31;Senhora dos Remédio;10474;3 - 10001 até 2000;3 - Sudeste
3166303;MG;31;Sericita;7340;2 - 5001 até 1000;3 - Sudeste
3166402;MG;31;Seritinga;1857;1 - Até 500;3 - Sudeste
3166501;MG;31;Serra Azul de Minas;4292;1 - Até 500;3 - Sudeste
3166600;MG;31;Serra da Saudade;771;1 - Até 500;3 - Sudeste
3166709;MG;31;Serra dos Aimoré;8725;2 - 5001 até 1000;3 - Sudeste
3166808;MG;31;Serra do Salitre;11750;3 - 10001 até 2000;3 - Sudeste
3166907;MG;31;Serrania;7667;2 - 5001 até 1000;3 - Sudeste
3166956;MG;31;Serranópolis de Mina;4836;1 - Até 500;3 - Sudeste
3167004;MG;31;Serranos;1949;1 - Até 500;3 - Sudeste
3167103;MG;31;Serro;20915;4 - 20001 até 5000;3 - Sudeste
3167202;MG;31;Sete Lagoas;243950;6 - 100001 até 50000;3 - Sudeste
3167301;MG;31;Silveirâni;2267;1 - Até 500;3 - Sudeste
3167400;MG;31;Silvianópoli;6258;2 - 5001 até 1000;3 - Sudeste
3167509;MG;31;Simão Pereir;2621;1 - Até 500;3 - Sudeste
3167608;MG;31;Simonési;19834;3 - 10001 até 2000;3 - Sudeste
3167707;MG;31;Sobráli;5476;2 - 5001 até 1000;3 - Sudeste
3167806;MG;31;Soledade de Minas;6226;2 - 5001 até 1000;3 - Sudeste
3167905;MG;31;Tabuleiro;3669;1 - Até 500;3 - Sudeste
3168002;MG;31;Taiobeiras;34653;4 - 20001 até 5000;3 - Sudeste
3168051;MG;31;Taparuba;3093;1 - Até 500;3 - Sudeste
3168101;MG;31;Tapira;4890;1 - Até 500;3 - Sudeste
3168200;MG;31;Tapira�;1869;1 - Até 500;3 - Sudeste
3168309;MG;31;Taquaraçu de Mina;4120;1 - Até 500;3 - Sudeste
3168408;MG;31;Tarumirim;14280;3 - 10001 até 2000;3 - Sudeste
3168507;MG;31;Teixeiras;11680;3 - 10001 até 2000;3 - Sudeste
3168606;MG;31;Teófilo Oton;141269;6 - 100001 até 50000;3 - Sudeste
3168705;MG;31;Timóte;91268;5 - 50001 até 10000;3 - Sudeste
3168804;MG;31;Tiradentes;8160;2 - 5001 até 1000;3 - Sudeste
3168903;MG;31;Tiros;6369;2 - 5001 até 1000;3 - Sudeste
3169000;MG;31;Tocantins;16769;3 - 10001 até 2000;3 - Sudeste
3169059;MG;31;Tocos do Moji;4117;1 - Até 500;3 - Sudeste
3169109;MG;31;Toledo;6336;2 - 5001 até 1000;3 - Sudeste
3169208;MG;31;Tombos;7683;2 - 5001 até 1000;3 - Sudeste
3169307;MG;31;Três Coraç�;80561;5 - 50001 até 10000;3 - Sudeste
3169356;MG;31;Três Maria;33062;4 - 20001 até 5000;3 - Sudeste
3169406;MG;31;Três Ponta;57127;5 - 50001 até 10000;3 - Sudeste
3169505;MG;31;Tumiritinga;6797;2 - 5001 até 1000;3 - Sudeste
3169604;MG;31;Tupaciguara;25466;4 - 20001 até 5000;3 - Sudeste
3169703;MG;31;Turmalina;20280;4 - 20001 até 5000;3 - Sudeste
3169802;MG;31;Turvolândi;5099;2 - 5001 até 1000;3 - Sudeste
3169901;MG;31;Ub�;117995;6 - 100001 até 50000;3 - Sudeste
3170008;MG;31;Uba�;12661;3 - 10001 até 2000;3 - Sudeste
3170057;MG;31;Ubaporanga;12514;3 - 10001 até 2000;3 - Sudeste
3170107;MG;31;Uberaba;340277;6 - 100001 até 50000;3 - Sudeste
3170206;MG;31;Uberlândi;706597;7 - Maior que 500000;3 - Sudeste
3170305;MG;31;Umburatiba;2582;1 - Até 500;3 - Sudeste
3170404;MG;31;Una�;85461;5 - 50001 até 10000;3 - Sudeste
3170438;MG;31;União de Mina;4265;1 - Até 500;3 - Sudeste
3170479;MG;31;Uruana de Minas;3256;1 - Até 500;3 - Sudeste
3170503;MG;31;Urucâni;10333;3 - 10001 até 2000;3 - Sudeste
3170529;MG;31;Urucuia;17470;3 - 10001 até 2000;3 - Sudeste
3170578;MG;31;Vargem Alegre;6460;2 - 5001 até 1000;3 - Sudeste
3170602;MG;31;Vargem Bonita;2143;1 - Até 500;3 - Sudeste
3170651;MG;31;Vargem Grande do Rio Pardo;5045;2 - 5001 até 1000;3 - Sudeste
3170701;MG;31;Varginha;137608;6 - 100001 até 50000;3 - Sudeste
3170750;MG;31;Varjão de Mina;7235;2 - 5001 até 1000;3 - Sudeste
